ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2019,36.72
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2019,36.7
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2019,46.84
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2019,32.76
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2019,53.12
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2019,53.39
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2019,52.99
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2020,38.75
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2020,47.22
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2020,35.32
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2020,35.28
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2020,45.66
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2020,31.27
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2020,51.9
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2020,52.23
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2020,51.73
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2021,37.32
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2021,45.94
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2021,33.86
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2021,33.79
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2021,44.37
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2021,29.76
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2021,50.54
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2021,50.95
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2021,50.35
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2010,26.12
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2010,32.13
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2010,24.18
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2010,25.36
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2010,33.89
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2010,22.73
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2010,26.92
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2010,30.43
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2010,25.72
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2011,29.4
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2011,35.54
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2011,27.4
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2011,28.55
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2011,37.45
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2011,25.82
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2011,30.27
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2011,33.78
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2011,29.05
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2012,29.22
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2012,35.36
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2012,27.22
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2012,28.34
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2012,37.25
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2012,25.62
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2012,30.1
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2012,33.61
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2012,28.88
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2013,28.93
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2013,35.09
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2013,26.94
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2013,28.05
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2013,36.98
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2013,25.34
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2013,29.82
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2013,33.35
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2013,28.61
